table_name,sql_type,sql_query,nlp_query,query_id,domain,topic,guideline,guideline_number,valid_SQL,SQL_Result
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age = '24.0';,how many passengers in titanic with a age is '24.0';,8,titanic,titanic,Question will be answered by ThriveAI ,1,True,47
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 1196.0;,How many passengers in titanic  where wikiid is 1196.0;,928,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 632.0;,How many passengers in titanic  where wikiid is 632.0;,929,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 1286.0;,How many passengers in titanic  where wikiid is 1286.0;,930,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 446.0;,How many passengers in titanic  where wikiid is 446.0;,931,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 1151.0;,How many passengers in titanic  where wikiid is 1151.0;,932,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 604.0;,How many passengers in titanic  where wikiid is 604.0;,933,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 1280.0;,How many passengers in titanic  where wikiid is 1280.0;,934,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of category,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = 1053.0;,How many passengers in titanic  where wikiid is 1053.0;,935,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 50;,How many diabetic patients in diabetes  where age is 50;,936,healthcare,disease,Question will be answered by ThriveAI ,1,True,8
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 31;,How many diabetic patients in diabetes  where age is 31;,937,healthcare,disease,Question will be answered by ThriveAI ,1,True,24
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 32;,How many diabetic patients in diabetes  where age is 32;,938,healthcare,disease,Question will be answered by ThriveAI ,1,True,16
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 21;,How many diabetic patients in diabetes  where age is 21;,939,healthcare,disease,Question will be answered by ThriveAI ,1,True,63
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 33;,How many diabetic patients in diabetes  where age is 33;,940,healthcare,disease,Question will be answered by ThriveAI ,1,True,17
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 30;,How many diabetic patients in diabetes  where age is 30;,941,healthcare,disease,Question will be answered by ThriveAI ,1,True,21
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 26;,How many diabetic patients in diabetes  where age is 26;,942,healthcare,disease,Question will be answered by ThriveAI ,1,True,33
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 29;,How many diabetic patients in diabetes  where age is 29;,943,healthcare,disease,Question will be answered by ThriveAI ,1,True,29
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 53;,How many diabetic patients in diabetes  where age is 53;,944,healthcare,disease,Question will be answered by ThriveAI ,1,True,5
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 54;,How many diabetic patients in diabetes  where age is 54;,945,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 34;,How many diabetic patients in diabetes  where age is 34;,946,healthcare,disease,Question will be answered by ThriveAI ,1,True,14
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 57;,How many diabetic patients in diabetes  where age is 57;,947,healthcare,disease,Question will be answered by ThriveAI ,1,True,5
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 59;,How many diabetic patients in diabetes  where age is 59;,948,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 51;,How many diabetic patients in diabetes  where age is 51;,949,healthcare,disease,Question will be answered by ThriveAI ,1,True,8
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 27;,How many diabetic patients in diabetes  where age is 27;,950,healthcare,disease,Question will be answered by ThriveAI ,1,True,32
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 41;,How many diabetic patients in diabetes  where age is 41;,951,healthcare,disease,Question will be answered by ThriveAI ,1,True,22
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 43;,How many diabetic patients in diabetes  where age is 43;,952,healthcare,disease,Question will be answered by ThriveAI ,1,True,13
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 22;,How many diabetic patients in diabetes  where age is 22;,953,healthcare,disease,Question will be answered by ThriveAI ,1,True,72
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 38;,How many diabetic patients in diabetes  where age is 38;,954,healthcare,disease,Question will be answered by ThriveAI ,1,True,16
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = 60;,How many diabetic patients in diabetes  where age is 60;,955,healthcare,disease,Question will be answered by ThriveAI ,1,True,5
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 72;,How many diabetic patients in diabetes  where bloodpressure is 72;,956,healthcare,disease,Question will be answered by ThriveAI ,1,True,44
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 66;,How many diabetic patients in diabetes  where bloodpressure is 66;,957,healthcare,disease,Question will be answered by ThriveAI ,1,True,30
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 64;,How many diabetic patients in diabetes  where bloodpressure is 64;,958,healthcare,disease,Question will be answered by ThriveAI ,1,True,43
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 40;,How many diabetic patients in diabetes  where bloodpressure is 40;,959,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 74;,How many diabetic patients in diabetes  where bloodpressure is 74;,960,healthcare,disease,Question will be answered by ThriveAI ,1,True,52
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 50;,How many diabetic patients in diabetes  where bloodpressure is 50;,961,healthcare,disease,Question will be answered by ThriveAI ,1,True,13
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 0;,How many diabetic patients in diabetes  where bloodpressure is 0;,962,healthcare,disease,Question will be answered by ThriveAI ,1,True,35
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 70;,How many diabetic patients in diabetes  where bloodpressure is 70;,963,healthcare,disease,Question will be answered by ThriveAI ,1,True,57
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 96;,How many diabetic patients in diabetes  where bloodpressure is 96;,964,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 92;,How many diabetic patients in diabetes  where bloodpressure is 92;,965,healthcare,disease,Question will be answered by ThriveAI ,1,True,8
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 80;,How many diabetic patients in diabetes  where bloodpressure is 80;,966,healthcare,disease,Question will be answered by ThriveAI ,1,True,40
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 60;,How many diabetic patients in diabetes  where bloodpressure is 60;,967,healthcare,disease,Question will be answered by ThriveAI ,1,True,37
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 84;,How many diabetic patients in diabetes  where bloodpressure is 84;,968,healthcare,disease,Question will be answered by ThriveAI ,1,True,23
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 30;,How many diabetic patients in diabetes  where bloodpressure is 30;,969,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 88;,How many diabetic patients in diabetes  where bloodpressure is 88;,970,healthcare,disease,Question will be answered by ThriveAI ,1,True,25
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 90;,How many diabetic patients in diabetes  where bloodpressure is 90;,971,healthcare,disease,Question will be answered by ThriveAI ,1,True,22
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 94;,How many diabetic patients in diabetes  where bloodpressure is 94;,972,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 76;,How many diabetic patients in diabetes  where bloodpressure is 76;,973,healthcare,disease,Question will be answered by ThriveAI ,1,True,39
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 82;,How many diabetic patients in diabetes  where bloodpressure is 82;,974,healthcare,disease,Question will be answered by ThriveAI ,1,True,30
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = 75;,How many diabetic patients in diabetes  where bloodpressure is 75;,975,healthcare,disease,Question will be answered by ThriveAI ,1,True,8
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 33.6;,How many diabetic patients in diabetes  where bmi is 33.6;,976,healthcare,disease,Question will be answered by ThriveAI ,1,True,8
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 26.6;,How many diabetic patients in diabetes  where bmi is 26.6;,977,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 23.3;,How many diabetic patients in diabetes  where bmi is 23.3;,978,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 28.1;,How many diabetic patients in diabetes  where bmi is 28.1;,979,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 43.1;,How many diabetic patients in diabetes  where bmi is 43.1;,980,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 25.6;,How many diabetic patients in diabetes  where bmi is 25.6;,981,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 31.0;,How many diabetic patients in diabetes  where bmi is 31.0;,982,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 35.3;,How many diabetic patients in diabetes  where bmi is 35.3;,983,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 30.5;,How many diabetic patients in diabetes  where bmi is 30.5;,984,healthcare,disease,Question will be answered by ThriveAI ,1,True,7
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 0.0;,How many diabetic patients in diabetes  where bmi is 0.0;,985,healthcare,disease,Question will be answered by ThriveAI ,1,True,11
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 37.6;,How many diabetic patients in diabetes  where bmi is 37.6;,986,healthcare,disease,Question will be answered by ThriveAI ,1,True,5
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 38.0;,How many diabetic patients in diabetes  where bmi is 38.0;,987,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 27.1;,How many diabetic patients in diabetes  where bmi is 27.1;,988,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 30.1;,How many diabetic patients in diabetes  where bmi is 30.1;,989,healthcare,disease,Question will be answered by ThriveAI ,1,True,9
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 25.8;,How many diabetic patients in diabetes  where bmi is 25.8;,990,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 30.0;,How many diabetic patients in diabetes  where bmi is 30.0;,991,healthcare,disease,Question will be answered by ThriveAI ,1,True,7
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 45.8;,How many diabetic patients in diabetes  where bmi is 45.8;,992,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 29.6;,How many diabetic patients in diabetes  where bmi is 29.6;,993,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 43.3;,How many diabetic patients in diabetes  where bmi is 43.3;,994,healthcare,disease,Question will be answered by ThriveAI ,1,True,5
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = 34.6;,How many diabetic patients in diabetes  where bmi is 34.6;,995,healthcare,disease,Question will be answered by ThriveAI ,1,True,5
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.627;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.627;,996,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.351;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.351;,997,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.672;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.672;,998,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.167;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.167;,999,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 2.288;,How many diabetic patients in diabetes  where diabetespedigreefunction is 2.288;,1000,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.201;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.201;,1001,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.248;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.248;,1002,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.134;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.134;,1003,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.158;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.158;,1004,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.232;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.232;,1005,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.191;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.191;,1006,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.537;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.537;,1007,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 1.441;,How many diabetic patients in diabetes  where diabetespedigreefunction is 1.441;,1008,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.398;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.398;,1009,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.587;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.587;,1010,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.484;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.484;,1011,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.551;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.551;,1012,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.254;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.254;,1013,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.183;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.183;,1014,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = 0.529;,How many diabetic patients in diabetes  where diabetespedigreefunction is 0.529;,1015,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 148;,How many diabetic patients in diabetes  where glucose is 148;,1016,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 85;,How many diabetic patients in diabetes  where glucose is 85;,1017,healthcare,disease,Question will be answered by ThriveAI ,1,True,7
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 183;,How many diabetic patients in diabetes  where glucose is 183;,1018,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 89;,How many diabetic patients in diabetes  where glucose is 89;,1019,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 137;,How many diabetic patients in diabetes  where glucose is 137;,1020,healthcare,disease,Question will be answered by ThriveAI ,1,True,8
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 116;,How many diabetic patients in diabetes  where glucose is 116;,1021,healthcare,disease,Question will be answered by ThriveAI ,1,True,7
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 78;,How many diabetic patients in diabetes  where glucose is 78;,1022,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 115;,How many diabetic patients in diabetes  where glucose is 115;,1023,healthcare,disease,Question will be answered by ThriveAI ,1,True,10
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 197;,How many diabetic patients in diabetes  where glucose is 197;,1024,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 125;,How many diabetic patients in diabetes  where glucose is 125;,1025,healthcare,disease,Question will be answered by ThriveAI ,1,True,14
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 110;,How many diabetic patients in diabetes  where glucose is 110;,1026,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 168;,How many diabetic patients in diabetes  where glucose is 168;,1027,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 139;,How many diabetic patients in diabetes  where glucose is 139;,1028,healthcare,disease,Question will be answered by ThriveAI ,1,True,8
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 189;,How many diabetic patients in diabetes  where glucose is 189;,1029,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 166;,How many diabetic patients in diabetes  where glucose is 166;,1030,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 100;,How many diabetic patients in diabetes  where glucose is 100;,1031,healthcare,disease,Question will be answered by ThriveAI ,1,True,17
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 118;,How many diabetic patients in diabetes  where glucose is 118;,1032,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 107;,How many diabetic patients in diabetes  where glucose is 107;,1033,healthcare,disease,Question will be answered by ThriveAI ,1,True,11
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 103;,How many diabetic patients in diabetes  where glucose is 103;,1034,healthcare,disease,Question will be answered by ThriveAI ,1,True,9
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = 126;,How many diabetic patients in diabetes  where glucose is 126;,1035,healthcare,disease,Question will be answered by ThriveAI ,1,True,9
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 0;,How many diabetic patients in diabetes  where insulin is 0;,1036,healthcare,disease,Question will be answered by ThriveAI ,1,True,374
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 94;,How many diabetic patients in diabetes  where insulin is 94;,1037,healthcare,disease,Question will be answered by ThriveAI ,1,True,7
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 168;,How many diabetic patients in diabetes  where insulin is 168;,1038,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 88;,How many diabetic patients in diabetes  where insulin is 88;,1039,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 543;,How many diabetic patients in diabetes  where insulin is 543;,1040,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 846;,How many diabetic patients in diabetes  where insulin is 846;,1041,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 175;,How many diabetic patients in diabetes  where insulin is 175;,1042,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 230;,How many diabetic patients in diabetes  where insulin is 230;,1043,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 83;,How many diabetic patients in diabetes  where insulin is 83;,1044,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 96;,How many diabetic patients in diabetes  where insulin is 96;,1045,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 235;,How many diabetic patients in diabetes  where insulin is 235;,1046,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 146;,How many diabetic patients in diabetes  where insulin is 146;,1047,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 115;,How many diabetic patients in diabetes  where insulin is 115;,1048,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 140;,How many diabetic patients in diabetes  where insulin is 140;,1049,healthcare,disease,Question will be answered by ThriveAI ,1,True,9
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 110;,How many diabetic patients in diabetes  where insulin is 110;,1050,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 245;,How many diabetic patients in diabetes  where insulin is 245;,1051,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 54;,How many diabetic patients in diabetes  where insulin is 54;,1052,healthcare,disease,Question will be answered by ThriveAI ,1,True,4
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 192;,How many diabetic patients in diabetes  where insulin is 192;,1053,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 207;,How many diabetic patients in diabetes  where insulin is 207;,1054,healthcare,disease,Question will be answered by ThriveAI ,1,True,2
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = 70;,How many diabetic patients in diabetes  where insulin is 70;,1055,healthcare,disease,Question will be answered by ThriveAI ,1,True,3
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE outcome = 1;,How many diabetic patients in diabetes  where outcome is 1;,1056,healthcare,disease,Question will be answered by ThriveAI ,1,True,268
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE outcome = 0;,How many diabetic patients in diabetes  where outcome is 0;,1057,healthcare,disease,Question will be answered by ThriveAI ,1,True,500
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE patient_id = 0;,How many diabetic patients in diabetes  where patient_id is 0;,1058,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of category,SELECT COUNT(distinct patient_id) FROM diabetes WHERE patient_id = 1;,How many diabetic patients in diabetes  where patient_id is 1;,1059,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
